pontoId,lat,lon,pathBTS1,pathBTS2,pathBTS3,pathBTS4,pathBTS5,pathBTS6,taBTS1,taBTS2,taBTS3,taBTS4,taBTS5,taBTS6
30,-8.077475,-34.899338,123.79,105.756666666667,128.556666666667,129.19,131.723333333333,137.99,2,0,1,0,3,2
31,-8.077474,-34.898914,118.715,78.365,123.19,118.84,128.215,132.79,2,0,1,0,2,2
32,-8.077463,-34.899136,120.69,83.79,122.115,124.89,130.94,138.315,2,0,1,0,3,2
33,-8.077456,-34.898857,118.39,76.4233333333333,123.156666666667,117.59,128.123333333333,132.69,2,0,1,0,2,2
34,-8.077447,-34.898941,120.856666666667,77.2566666666667,124.656666666667,119.556666666667,133.09,134.423333333333,2,0,1,0,2,2
35,-8.077443,-34.899078,122.923333333333,82.3566666666667,122.423333333333,120.056666666667,130.756666666667,139.523333333333,2,0,1,0,3,2
36,-8.077442,-34.899353,122.256666666667,110.523333333333,123.423333333333,134.39,133.39,138.656666666667,2,0,1,0,3,2
37,-8.077439,-34.899357,122.09,104.19,129.64,135.04,132.19,137.74,2,0,1,0,3,2
38,-8.077438,-34.8988,113.356666666667,78.5566666666667,122.856666666667,118.756666666667,126.823333333333,135.89,2,0,1,0,2,2
39,-8.077435,-34.899364,126.59,109.69,122.39,135.356666666667,133.29,136.523333333333,2,1,1,1,3,2
40,-8.077424,-34.899025,121.09,83.8233333333333,126.89,122.09,126.19,138.49,2,0,1,0,3,2
41,-8.077416,-34.898849,118.79,79.59,124.723333333333,120.156666666667,121.656666666667,133.923333333333,2,0,1,0,2,2
42,-8.077415,-34.898731,126.165,80.315,118.965,122.765,129.665,137.815,2,0,1,0,2,2
43,-8.077408,-34.898979,123.023333333333,87.19,120.356666666667,124.423333333333,124.056666666667,133.156666666667,2,0,1,0,2,2
44,-8.077395,-34.899364,133.49,113.49,126.923333333333,134.89,130.423333333333,137.69,2,0,1,0,3,2
45,-8.077393,-34.898937,122.356666666667,90.2566666666667,124.99,130.423333333333,123.456666666667,135.956666666667,2,0,1,0,2,2
46,-8.077387,-34.89938,126.64,107.59,122.69,130.69,134.39,135.39,2,1,1,1,3,2
47,-8.077387,-34.898655,115.69,80.9566666666667,118.456666666667,121.723333333333,130.723333333333,135.89,2,0,1,0,2,2
48,-8.077386,-34.898758,117.156666666667,78.8233333333333,117.923333333333,118.656666666667,128.556666666667,135.423333333333,2,0,1,0,2,2
49,-8.077379,-34.898903,123.023333333333,93.3566666666667,125.223333333333,130.19,122.056666666667,137.056666666667,2,0,1,0,2,2
50,-8.077371,-34.89938,128.49,111.356666666667,126.99,136.356666666667,133.056666666667,145.356666666667,2,0,1,0,3,2
51,-8.07737,-34.898869,124.64,86.19,124.54,123.99,124.04,135.215,2,0,1,0,2,2
52,-8.077362,-34.898842,116.49,85.3233333333333,121.39,121.156666666667,131.356666666667,133.59,2,0,1,0,2,2
53,-8.077359,-34.898823,121.623333333333,84.0677777777778,121.512222222222,119.678888888889,124.112222222222,137.351111111111,2,0,1,0,2,2
54,-8.077358,-34.898819,124.89,82.4566666666667,118.756666666667,118.756666666667,128.856666666667,138.09,2,0,1,0,2,2
55,-8.077357,-34.898674,123.223333333333,80.8233333333333,121.423333333333,120.323333333333,132.723333333333,135.59,2,0,1,0,2,2
56,-8.077357,-34.898571,122.59,83.24,120.54,124.24,135.39,134.54,2,0,1,0,2,2
57,-8.077356,-34.898815,125.915,81.065,127.315,118.415,131.44,137.615,2,0,1,0,2,2
58,-8.077354,-34.898808,119.956666666667,79.8233333333333,125.19,120.223333333333,129.056666666667,138.356666666667,2,0,1,0,2,2
59,-8.077353,-34.8988,120.223333333333,79.7566666666667,122.923333333333,118.39,129.223333333333,136.856666666667,2,0,1,0,2,2
60,-8.077349,-34.898785,124.69,79.4233333333333,123.39,120.756666666667,129.123333333333,135.423333333333,2,0,1,0,2,2
61,-8.077342,-34.89938,132.14,116.39,130.49,142.39,132.34,135.04,2,0,1,0,3,2
62,-8.077341,-34.898758,118.015,80.44,121.54,120.39,125.34,136.89,2,0,1,0,2,2
63,-8.077338,-34.899395,124.99,111.023333333333,118.156666666667,132.056666666667,132.323333333333,137.423333333333,2,1,1,1,3,2
64,-8.07733,-34.898716,120.623333333333,82.1233333333333,123.39,124.056666666667,126.69,133.99,2,0,1,0,2,2
65,-8.077327,-34.898586,123.356666666667,83.1566666666667,120.956666666667,120.923333333333,131.223333333333,137.256666666667,2,0,1,0,2,2
66,-8.077325,-34.898479,114.54,85.04,123.615,125.89,131.115,136.09,2,0,1,0,2,2
67,-8.077314,-34.898666,123.823333333333,82.49,122.89,126.323333333333,120.923333333333,134.023333333333,2,0,1,0,2,2
68,-8.077297,-34.899391,123.556666666667,108.756666666667,125.69,135.09,130.09,138.39,2,0,1,0,3,2
69,-8.077295,-34.899403,126.556666666667,111.356666666667,123.69,136.89,130.423333333333,143.356666666667,2,0,1,0,3,2
70,-8.077295,-34.898602,118.49,83.4233333333333,127.19,128.123333333333,131.423333333333,137.89,2,0,1,0,2,2
71,-8.077293,-34.898491,113.59,86.4233333333333,123.29,126.923333333333,130.423333333333,135.99,2,0,1,0,2,2
72,-8.07729,-34.89838,117.84,81.84,121.69,122.64,131.34,138.84,2,0,1,0,2,2
73,-8.077288,-34.899406,125.056666666667,112.69,114.156666666667,130.556666666667,129.923333333333,137.923333333333,2,1,1,1,3,2
74,-8.077271,-34.898529,121.94,80.39,119.165,127.265,128.19,137.09,2,0,1,0,2,2
75,-8.077266,-34.899399,125.79,112.056666666667,120.423333333333,135.823333333333,133.49,139.69,2,0,1,0,3,2
76,-8.077255,-34.898392,118.423333333333,85.3233333333333,119.19,123.556666666667,130.423333333333,135.123333333333,2,0,1,0,2,2
77,-8.077255,-34.898281,118.056666666667,86.5233333333333,124.656666666667,122.756666666667,128.09,133.623333333333,2,0,1,0,2,2
78,-8.077242,-34.898445,120.89,81.99,121.823333333333,125.623333333333,131.59,132.623333333333,2,0,1,0,2,2
79,-8.077239,-34.899406,123.656666666667,116.156666666667,122.556666666667,134.923333333333,131.156666666667,141.756666666667,2,0,1,0,3,2
80,-8.077236,-34.899422,120.19,112.04,126.94,131.64,131.94,139.44,2,1,1,1,3,2
81,-8.077222,-34.898285,116.19,87.415,123.815,124.015,133.865,136.015,2,0,1,0,2,2
82,-8.077222,-34.898186,115.565,92.165,131.465,124.765,130.065,136.215,2,0,1,0,2,2
83,-8.077211,-34.899422,125.99,115.44,127.99,139.44,131.54,142.74,2,0,1,0,3,2
84,-8.077209,-34.899433,118.89,116.523333333333,123.39,135.29,132.256666666667,138.956666666667,2,1,1,1,3,2
85,-8.077207,-34.898354,116.956666666667,83.9233333333333,128.19,122.49,127.09,133.89,2,0,1,0,2,2
86,-8.07719,-34.898094,126.323333333333,94.5233333333333,125.056666666667,123.756666666667,127.356666666667,136.49,2,0,1,0,2,2
87,-8.077186,-34.899441,121.556666666667,114.123333333333,121.223333333333,134.723333333333,131.19,137.856666666667,2,1,1,1,3,2
88,-8.077181,-34.89817,119.64,87.69,117.84,124.49,131.64,131.69,2,0,1,0,2,2
89,-8.077177,-34.899437,127.29,112.356666666667,127.223333333333,136.123333333333,130.623333333333,143.356666666667,2,1,1,1,3,2
90,-8.077169,-34.898254,115.69,87.49,126.056666666667,123.756666666667,128.756666666667,135.023333333333,2,0,1,0,2,2
91,-8.077158,-34.898006,116.09,88.4566666666667,122.823333333333,124.29,129.09,137.29,2,0,2,0,2,2
92,-8.07714,-34.898056,122.923333333333,86.29,126.356666666667,118.856666666667,132.023333333333,131.856666666667,2,0,1,0,2,2
93,-8.077133,-34.899464,123.823333333333,110.356666666667,122.39,132.723333333333,132.556666666667,135.623333333333,2,1,1,1,3,2
94,-8.077133,-34.899448,123.023333333333,111.223333333333,122.023333333333,133.19,135.323333333333,142.09,2,1,1,1,3,2
95,-8.077133,-34.898151,120.765,92.815,128.84,122.64,130.215,134.04,2,0,1,0,2,2
96,-8.077127,-34.897911,116.115,83.69,126.69,120.74,132.315,138.69,2,0,2,0,2,2
97,-8.077114,-34.899471,119.64,108.14,120.19,134.14,134.34,136.49,2,1,1,1,3,2
98,-8.077102,-34.897942,118.323333333333,86.19,122.956666666667,121.39,129.79,137.656666666667,2,0,2,0,2,2
99,-8.077097,-34.898041,118.656666666667,88.59,125.056666666667,125.156666666667,130.056666666667,131.723333333333,2,0,2,0,2,2
100,-8.077094,-34.897816,118.29,81.09,128.79,117.19,126.19,129.54,2,0,2,0,2,2
101,-8.077086,-34.899464,120.39,110.69,122.79,133.556666666667,133.723333333333,135.49,2,1,1,1,3,2
102,-8.077082,-34.899487,121.49,108.89,115.556666666667,134.023333333333,134.256666666667,138.023333333333,2,1,1,1,3,2
103,-8.077062,-34.897713,115.415,81.54,127.415,119.265,131.165,137.44,2,0,2,0,2,2
104,-8.07706,-34.897823,115.265,84.29,127.39,121.065,130.665,136.365,2,0,2,0,2,2
105,-8.077059,-34.897934,123.156666666667,85.19,128.69,121.923333333333,127.156666666667,133.956666666667,2,0,2,0,2,2
106,-8.077058,-34.899471,126.29,116.79,126.54,133.44,137.54,141.09,2,1,1,1,3,2
107,-8.077043,-34.899479,120.456666666667,107.856666666667,125.956666666667,136.856666666667,134.256666666667,140.223333333333,2,1,1,1,3,2
108,-8.077034,-34.899506,118.79,110.94,120.39,132.99,129.84,138.34,2,1,1,1,3,2
109,-8.077028,-34.89761,120.34,81.69,131.14,118.29,130.34,138.59,2,0,2,0,2,2
110,-8.077023,-34.897827,116.623333333333,86.5566666666667,127.023333333333,121.49,129.756666666667,135.623333333333,2,0,2,0,2,2
111,-8.077021,-34.899487,120.656666666667,117.723333333333,126.723333333333,129.623333333333,134.89,140.256666666667,2,1,1,1,3,2
112,-8.077016,-34.897705,117.09,80.8233333333333,127.79,116.99,133.59,138.023333333333,2,0,2,0,2,2
113,-8.077014,-34.899513,121.223333333333,111.023333333333,127.99,133.79,134.256666666667,138.323333333333,2,1,1,1,3,2
114,-8.076993,-34.899521,122.09,107.023333333333,122.256666666667,133.723333333333,135.49,134.856666666667,2,1,1,1,3,2
115,-8.076993,-34.897499,116.59,82.74,133.715,120.765,127.74,137.09,1,0,2,0,2,2
116,-8.076987,-34.899506,118.64,109.59,126.24,137.115,135.365,137.865,2,1,1,1,3,2
117,-8.076987,-34.89772,120.456666666667,82.2566666666667,126.156666666667,124.59,129.256666666667,137.223333333333,2,0,2,0,2,2
118,-8.076969,-34.897587,120.656666666667,81.1233333333333,128.89,117.356666666667,131.39,131.023333333333,1,0,2,0,2,2
119,-8.076956,-34.897385,118.723333333333,83.8566666666667,128.623333333333,120.956666666667,130.123333333333,139.523333333333,1,0,2,0,2,2
120,-8.076955,-34.899536,118.456666666667,107.69,123.79,137.79,132.856666666667,142.29,2,1,1,1,3,2
121,-8.076955,-34.897617,113.423333333333,79.59,128.856666666667,115.89,132.19,138.823333333333,1,0,2,0,2,2
122,-8.076941,-34.899525,119.24,116.74,126.14,139.84,137.24,142.89,2,1,1,1,2,2
123,-8.076926,-34.897472,117.323333333333,78.8233333333333,124.523333333333,116.823333333333,134.19,134.623333333333,1,0,2,0,2,2
124,-8.076922,-34.897518,120.556666666667,79.69,130.89,117.89,129.056666666667,138.523333333333,1,0,2,0,2,2
125,-8.076917,-34.899548,123.156666666667,109.423333333333,121.923333333333,134.39,133.556666666667,138.69,2,1,1,1,2,2
126,-8.076916,-34.897266,119.956666666667,85.5566666666667,133.756666666667,118.523333333333,136.656666666667,141.29,1,0,2,0,2,2
127,-8.076911,-34.899551,123.956666666667,109.123333333333,121.99,135.623333333333,136.79,142.356666666667,2,1,1,1,2,2
128,-8.076888,-34.897411,116.19,81.3233333333333,131.056666666667,123.923333333333,127.856666666667,136.556666666667,1,0,2,0,2,2
129,-8.076888,-34.897358,117.956666666667,80.9233333333333,133.456666666667,119.223333333333,130.39,139.756666666667,1,0,2,0,2,2
130,-8.07688,-34.899559,118.89,115.79,115.99,134.94,130.84,138.99,2,1,1,1,2,2
131,-8.076878,-34.899548,128.156666666667,109.723333333333,119.223333333333,135.856666666667,135.623333333333,140.99,2,1,1,1,2,2
132,-8.076875,-34.897144,120.656666666667,88.9566666666667,130.49,120.59,125.956666666667,138.256666666667,1,0,2,0,2,2
133,-8.076853,-34.897301,119.09,83.29,133.356666666667,119.123333333333,127.69,138.023333333333,1,0,2,0,2,2
134,-8.076853,-34.897243,120.523333333333,86.2566666666667,131.823333333333,122.056666666667,125.49,135.856666666667,1,0,2,0,2,2
135,-8.076844,-34.89957,122.923333333333,110.723333333333,122.623333333333,133.956666666667,136.29,140.256666666667,2,1,1,1,2,2
136,-8.076833,-34.897018,115.723333333333,91.7566666666667,128.423333333333,118.79,124.99,143.023333333333,1,0,2,0,2,2
137,-8.076817,-34.897186,116.64,88.44,130.49,118.79,128.115,135.965,1,0,2,0,2,2
138,-8.076816,-34.897121,118.223333333333,86.39,129.79,121.823333333333,129.123333333333,137.156666666667,1,0,2,0,2,2
139,-8.076813,-34.89959,123.556666666667,105.056666666667,123.156666666667,131.59,130.99,140.656666666667,2,1,1,1,2,2
140,-8.076806,-34.899586,123.623333333333,104.023333333333,119.556666666667,131.79,132.556666666667,134.823333333333,2,1,1,1,2,2
141,-8.076802,-34.899574,120.823333333333,104.79,120.29,132.29,125.256666666667,140.456666666667,2,1,1,1,2,2
142,-8.07679,-34.896889,118.99,88.49,126.023333333333,115.79,124.49,140.523333333333,1,0,2,0,2,2
143,-8.076777,-34.897064,114.456666666667,89.8566666666667,129.39,120.69,124.023333333333,137.223333333333,1,0,2,0,2,2
144,-8.076776,-34.896996,120.39,89.1566666666667,127.29,120.556666666667,130.856666666667,139.19,1,0,2,0,2,2
145,-8.076767,-34.899601,117.923333333333,105.756666666667,124.19,131.923333333333,132.923333333333,140.356666666667,2,1,1,1,2,2
146,-8.076746,-34.896755,119.523333333333,93.1566666666667,131.656666666667,116.956666666667,130.356666666667,140.456666666667,1,0,2,0,2,2
147,-8.076736,-34.896942,120.99,88.6566666666667,128.956666666667,116.79,124.723333333333,140.156666666667,1,0,2,0,2,2
148,-8.076735,-34.896873,119.59,90.9233333333333,130.59,114.19,129.523333333333,138.356666666667,1,0,2,0,2,2
149,-8.076726,-34.89962,119.64,106.49,117.19,135.39,135.09,142.14,2,1,1,1,2,2
150,-8.07672,-34.899605,125.24,107.69,127.79,134.49,131.74,138.44,2,1,1,1,2,2
151,-8.076719,-34.899628,120.29,115.256666666667,122.09,132.856666666667,129.69,136.656666666667,2,1,1,1,2,2
152,-8.076701,-34.896622,113.69,101.656666666667,131.223333333333,114.59,128.356666666667,139.656666666667,1,0,2,0,2,2
153,-8.076695,-34.896812,114.29,93.24,134.89,114.84,121.19,140.89,1,0,2,0,2,2
154,-8.076694,-34.896751,117.39,91.2566666666667,130.423333333333,115.256666666667,131.256666666667,138.89,1,0,2,0,2,2
155,-8.076687,-34.899635,119.656666666667,112.323333333333,119.023333333333,131.923333333333,131.856666666667,141.723333333333,2,1,1,1,2,2
156,-8.076658,-34.896492,116.54,106.39,130.39,117.79,122.74,138.715,1,0,2,0,2,2
157,-8.076654,-34.896637,115.115,99.465,128.615,115.34,129.515,139.84,1,0,2,0,2,2
158,-8.076653,-34.896683,115.356666666667,106.923333333333,125.69,115.656666666667,125.39,138.223333333333,1,0,2,0,2,2
159,-8.07665,-34.899654,114.49,107.79,120.34,129.64,132.94,138.64,2,1,1,1,2,2
160,-8.076634,-34.899639,122.556666666667,111.29,126.59,130.623333333333,132.656666666667,140.056666666667,2,1,1,1,2,2
161,-8.07663,-34.899662,123.89,103.256666666667,129.09,131.256666666667,133.856666666667,140.423333333333,2,1,1,1,2,2
162,-8.076615,-34.896526,112.69,108.256666666667,131.323333333333,115.623333333333,124.69,138.723333333333,1,0,2,0,2,2
163,-8.076615,-34.896362,116.723333333333,95.6233333333333,127.756666666667,116.99,131.456666666667,139.39,1,0,2,0,2,2
164,-8.076612,-34.89967,118.823333333333,107.59,123.79,134.79,134.356666666667,134.523333333333,2,1,1,1,2,2
165,-8.07661,-34.896557,114.256666666667,101.89,128.323333333333,113.256666666667,128.556666666667,138.556666666667,1,0,2,0,2,2
166,-8.076581,-34.896431,111.09,101.023333333333,129.656666666667,116.023333333333,126.056666666667,139.156666666667,1,0,2,0,2,2
167,-8.076573,-34.899685,125.223333333333,104.29,121.323333333333,132.523333333333,137.723333333333,139.29,2,1,1,1,2,2
168,-8.076573,-34.896236,116.79,97.865,126.015,117.915,127.69,138.215,1,0,2,0,2,2
169,-8.076567,-34.896431,120.456666666667,90.59,128.19,116.023333333333,128.69,135.356666666667,1,0,2,0,2,2
170,-8.076554,-34.896343,111.79,97.8233333333333,131.756666666667,117.023333333333,125.156666666667,135.756666666667,1,0,2,0,2,2
171,-8.076553,-34.89967,121.69,107.223333333333,121.39,127.69,136.69,138.823333333333,2,1,1,1,2,2
172,-8.076541,-34.899689,127.523333333333,107.223333333333,131.39,133.89,137.456666666667,137.923333333333,2,1,1,1,2,2
173,-8.076538,-34.899693,120.29,114.79,125.69,133.456666666667,133.723333333333,141.056666666667,2,1,1,1,2,2
174,-8.07653,-34.896267,114.69,91.4566666666667,132.356666666667,117.123333333333,127.556666666667,141.423333333333,1,0,2,0,2,2
175,-8.07653,-34.896103,116.223333333333,92.1566666666667,122.49,112.29,124.523333333333,142.09,1,0,2,0,2,2
176,-8.076526,-34.896305,113.69,91.39,132.09,117.04,133.44,135.44,1,0,2,0,2,2
177,-8.076508,-34.896191,114.49,92.9566666666667,129.49,116.223333333333,132.156666666667,138.89,1,0,2,0,2,2
178,-8.076507,-34.899704,121.823333333333,112.823333333333,123.223333333333,133.756666666667,135.623333333333,142.956666666667,2,1,1,1,2,2
179,-8.076488,-34.896183,122.34,95.765,128.44,117.14,126.09,138.94,1,0,2,0,2,2
180,-8.076488,-34.895973,115.89,101.823333333333,126.323333333333,119.59,130.323333333333,140.823333333333,1,0,2,0,2,2
181,-8.076487,-34.896122,116.823333333333,96.9233333333333,129.323333333333,112.723333333333,130.356666666667,138.423333333333,1,0,2,0,2,2
182,-8.076481,-34.8997,119.623333333333,110.79,122.59,130.856666666667,132.823333333333,143.723333333333,2,1,1,1,2,2
183,-8.076477,-34.899712,125.456666666667,104.323333333333,121.123333333333,130.756666666667,140.056666666667,141.656666666667,2,1,1,1,2,2
184,-8.076467,-34.896065,123.19,95.965,126.815,115.865,128.965,141.065,1,0,2,0,2,2
185,-8.076459,-34.899715,120.89,112.44,129.19,134.44,136.54,143.74,2,1,1,1,2,2
186,-8.076455,-34.896072,115.556666666667,98.7233333333333,131.49,115.356666666667,128.49,139.023333333333,1,0,2,0,2,2
187,-8.076449,-34.899715,121.29,107.69,125.556666666667,129.99,137.89,143.323333333333,2,1,1,1,2,2
188,-8.076449,-34.89603,114.69,105.69,134.823333333333,120.856666666667,127.69,141.19,1,0,2,0,2,2
189,-8.076448,-34.895847,115.49,92.79,131.14,120.19,127.64,138.315,1,0,2,0,2,2
190,-8.076437,-34.895649,121.423333333333,105.056666666667,131.623333333333,117.39,131.256666666667,138.356666666667,1,0,2,0,2,2
191,-8.076435,-34.895664,120.34,106.89,135.79,114.965,129.465,138.615,1,0,2,0,2,2
192,-8.076434,-34.895634,119.756666666667,100.89,132.29,117.256666666667,129.323333333333,139.823333333333,1,0,2,0,2,2
193,-8.076433,-34.895676,122.59,108.956666666667,130.823333333333,112.123333333333,125.69,143.856666666667,1,0,2,0,2,2
194,-8.076431,-34.896008,115.956666666667,108.956666666667,130.59,118.59,126.123333333333,142.123333333333,1,0,2,0,2,2
195,-8.076431,-34.895683,122.215581395349,108.996976744186,128.517906976744,112.369069767442,125.445813953488,142.466744186047,1,0,2,0,2,2
196,-8.076431,-34.895622,118.056666666667,92.5566666666667,130.89,112.456666666667,128.456666666667,136.29,1,0,2,0,2,2
197,-8.076429,-34.895855,118.69,92.09,128.023333333333,121.09,129.223333333333,137.223333333333,1,0,2,0,2,2
198,-8.076428,-34.895615,114.915,94.665,132.115,115.515,128.89,136.59,1,0,2,0,2,2
199,-8.076427,-34.895897,126.356666666667,97.99,130.79,121.09,129.523333333333,142.656666666667,1,0,2,0,2,2
200,-8.076427,-34.895809,117.54,92.465,127.44,121.54,128.99,137.29,1,0,2,0,2,2
201,-8.076427,-34.89571,117.156666666667,99.89,134.056666666667,120.39,133.256666666667,140.756666666667,1,0,2,0,2,2
202,-8.076425,-34.899723,127.59,107.59,138.29,129.04,133.64,143.59,2,1,1,1,2,2
203,-8.076425,-34.895607,111.89,94.2233333333333,132.523333333333,112.29,130.89,136.223333333333,1,0,2,0,2,2
204,-8.076424,-34.89576,114.223333333333,97.0233333333333,126.356666666667,124.49,124.023333333333,143.156666666667,1,0,2,0,2,2
205,-8.076423,-34.895969,118.49,104.19,127.115,120.365,129.29,139.64,1,0,2,0,2,2
206,-8.07642,-34.895596,113.09,93.39,132.54,109.89,128.54,134.69,1,0,2,0,2,2
207,-8.076415,-34.895992,120.74,103.89,132.515,118.29,129.74,138.815,1,0,2,0,2,2
208,-8.076411,-34.895931,124.39,103.99,137.623333333333,123.356666666667,128.956666666667,140.156666666667,1,0,2,0,2,2
209,-8.07641,-34.895725,120.323333333333,95.19,127.29,120.456666666667,132.023333333333,138.19,1,0,2,0,2,2
210,-8.076409,-34.895576,117.123333333333,96.5566666666667,130.023333333333,109.49,130.223333333333,139.49,1,0,2,0,2,2
211,-8.076408,-34.899731,127.34,116.99,128.84,134.89,135.74,141.99,2,1,1,1,2,2
212,-8.076408,-34.899723,120.59,112.123333333333,124.856666666667,132.023333333333,135.523333333333,141.19,2,1,1,1,2,2
213,-8.076407,-34.895988,126.49,107.44,133.14,121.29,131.84,134.54,1,0,2,0,2,2
214,-8.076403,-34.895988,122.09,106.556666666667,131.923333333333,122.69,128.59,140.456666666667,1,0,2,0,2,2
215,-8.0764,-34.895985,124.24,106.19,130.54,123.956666666667,129.173333333333,139.356666666667,1,0,2,0,2,2
216,-8.076396,-34.895985,115.156666666667,114.823333333333,126.723333333333,124.723333333333,130.09,134.356666666667,1,0,2,0,2,2
217,-8.076395,-34.899727,123.09,107.956666666667,123.49,133.923333333333,134.323333333333,139.19,2,1,1,1,2,2
218,-8.076395,-34.895554,113.64,94.815,132.515,112.065,127.065,135.215,1,0,2,0,2,2
219,-8.076391,-34.895985,120.61,104.38,129.97,123.62,129.46,132.08,1,0,2,0,2,2
220,-8.076391,-34.895878,115.49,92.2566666666667,127.69,121.623333333333,129.756666666667,136.723333333333,1,0,2,0,2,2
221,-8.076389,-34.895988,122.565,102.565,129.965,121.14,128.265,134.44,1,0,2,0,2,2
222,-8.076383,-34.899742,124.756666666667,111.39,121.49,130.59,140.356666666667,141.89,2,1,1,1,2,2
223,-8.076381,-34.895958,118.723333333333,106.523333333333,131.79,129.656666666667,130.156666666667,139.69,1,0,2,0,2,2
224,-8.076381,-34.895527,113.123333333333,90.8233333333333,134.823333333333,113.39,130.656666666667,139.123333333333,1,0,2,0,2,2
225,-8.07638,-34.899734,130.656666666667,112.923333333333,127.523333333333,135.89,141.123333333333,141.056666666667,2,1,1,1,2,2
226,-8.076376,-34.895996,122.323333333333,104.123333333333,129.923333333333,121.523333333333,127.723333333333,131.99,1,0,2,0,2,2
227,-8.076372,-34.895603,124.623333333333,102.923333333333,131.356666666667,115.456666666667,126.823333333333,138.756666666667,1,0,2,0,2,2
228,-8.076365,-34.895493,116.723333333333,94.7566666666667,134.823333333333,112.656666666667,132.49,134.99,1,0,2,0,2,2
229,-8.076364,-34.899738,125.556666666667,111.156666666667,136.056666666667,134.123333333333,141.123333333333,142.123333333333,2,1,1,1,2,2
230,-8.076363,-34.895794,124.956666666667,91.6233333333333,131.69,117.556666666667,126.09,139.356666666667,1,0,2,0,2,2
231,-8.076347,-34.895451,113.39,101.64,129.515,112.49,129.415,135.815,1,0,2,0,2,2
232,-8.076345,-34.899746,126.04,124.09,125.59,134.84,141.14,142.59,2,1,1,1,2,2
233,-8.076343,-34.896008,117.023333333333,111.656666666667,130.49,120.99,128.623333333333,130.256666666667,1,0,2,0,2,2
